personLabel	aliasLabel
Théodore Duret	Sun Chungsan	False
Théodore Duret	Sun Chung-san	False
Théodore Duret	Suen Yat-sun	False
A. Philip Randolph	Suen Yat-sen	False
Asa H. Willie	Nakayama Shō	False
Pié Masumbuko	Guófù	False
Victor Marijnen	Gémìng Xiānxíngzhě	False
Arthur Ewert	Pierre Delecto	False
Dumarsais Estimé	Kofi Atta Annan	False
Omar Pasha Vrioni II	Kofi A. Annan	False
Arthur Drakeford	Annan	False
Asa S. Bushnell	Indira Priyadarshini Nehru	False
Huntley Nowel Spaulding	Indira Priyadarshini Gandhi	False
Samuel Griswold Goodrich	Indira Nehru	False
Bob Bartlett	Indira Ghandi	False
Bob Bartlett	Gandhi Indira	False
Bob Bartlett	Yìxiān	False
Bob Bartlett	中山	False
Yevgeny Miller	Sun Wen	False
Bill Weld	William Jefferson Blythe III	False
Benoît Lutgen	William Jefferson Blythe	False
Komatsu Kiyokado	"""William Jefferson """"Bill"""" Clinton"""	False
Johan Verstolk van Soelen	William J. Clinton	False
Johan Verstolk van Soelen	President Clinton	False
Johan Verstolk van Soelen	President Bill Clinton	False
Johan Verstolk van Soelen	Alessandro Pertini	False
José Domingo Molina Gómez	Otto Kierulf	False
Arthur Goldberg	Sun Rixin	False
Arthur Goldberg	Sun Zhongshan	False
Michele Amari	William Clinton	False
Michele Amari	WJC	False
Michele Amari	Clinton	False
Michele Amari	習近平	False
Michele Amari	习近平	False
Bill Weld	Shyi Jinnpyng	False
Bill Weld	Shí Jin-ping	False
Lou Tseng-Tsiang	Hsi Chin-p'ing	False
Lou Tseng-Tsiang	Liang Zhenying	False
Lou Tseng-Tsiang	Leung Chun-ying	False
Lou Tseng-Tsiang	Hugo Chavez	False
Lou Tseng-Tsiang	Leonard Clemence Tindemans	False
Gustavo Petro	Leonard Clemence	False
Gustavo Petro	Jose Manuel Durao Barroso	False
Gustavo Petro	José Manuel Barroso	False
Sterling Lyon	Jose Manuel Barroso	False
Wang Ting-yu	CY	False
George W. McCrary	The Commander	False
George W. McCrary	William, Sir Hamilton	False
Atticus Bradua	William Hamilton Sir	False
Atticus Bradua	William Douglas Hamilton	False
Yevgeny Miller	Sir Wm Hamilton	False
Du Qiong	Sir William, I Hamilton	False
Li Siyuan	Sir W. Hamilton	False
Ahn Bang-jun	Sir W Hamilton	False
Ahn Bang-jun	Rt. Hon. Sir William Hamilton	False
Ahn Bang-jun	Jintao Hu	False
Ahn Bang-jun	Hujintao	False
Ahn Bang-jun	Hu Jin Tao	False
Ahn Bang-jun	Kanuni	False
Hans Karl von Diebitsch	Oleksandr Valentynovych Turchynov	False
Kamuta Latasi	Jose Barroso	False
Martim Afonso de Sousa	Tsang Yam-kuen	False
Román Baldorioty de Castro	Sir Donald Tsang Yam-kuen	False
Thomas M. Gunter	Donald Tsang Yam-kuen	False
Lou Tseng-Tsiang	Gaius Flavius Valerius Constantinus	False
Lou Tseng-Tsiang	Gaius Flavius Valerius Aurelius Constantinus	False
Bill Weld	Flavius Valerius Constantinus	False
Arthur Summerfield	Constantine I	False
Han Xuan	Constantine	False
Li Siyuan	Jaahp Gahnpìhng	False
Li Siyuan	Xi Jìnping	False
Sylvia Hermon	Si̍p Kīn-pêng	False
Sylvia Hermon	Síp Gîn-bíng	False
Arthur George Murchison Fletcher	Sĭk Gê̤ṳng-ping	False
Levi Lincoln Sr.	Xi Jin Ping	False
Levi Lincoln Sr.	Jinping Xi	False
Konstantin Fedin	Tung Chee-hwa	False
Frederick Theodore Frelinghuysen	Sultán Solimán	False
Prince Karl of Hesse and by Rhine	Sultán de los Turcos Solimano I	False
Arthur G. Sorlie	Sultán de los Turcos Solimán I	False
Morley Griswold	Sultán de los Turcos Kanunî Süleyman	False
Ken Dryden	Sultán de los Turcos Kanuni	False
Ken Dryden	Solimano el Magnífico	False
Hau Lung-pin	Solimán Muhtesem	False
Frederick Theodore Frelinghuysen	Solimán el Magnífico	False
Frederick Theodore Frelinghuysen	Solimán el Legislador	False
Frederick Theodore Frelinghuysen	Solimán bin Selim Khan	False
Nicolas Joseph Maison	Muhibbî	False
Nicolas Joseph Maison	Muhibbi	False
Nicolas Joseph Maison	Hugo Rafael Chávez Frías	False
Nicolas Joseph Maison	Hugo Rafael Chavez Frías	False
Yeon Namsan	Hugo Rafael Chavez Frias	False
Joseph Ki-Zerbo	Sulayman	False
Joseph Ki-Zerbo	General Secretary Hu Jintao	False
Joseph Ki-Zerbo	President Fillmore	False
Hugo II Logothetti	M. Fillmore	False
Jeong Gu	Prince Albert of Monaco	False
Jeong Gu	Prince Albert II	False
Jeong Gu	Andreas Fay	False
Jeong Gu	Andras Fay	False
Jeong Gu	H.S.H. Prince Albert II of Monaco	False
Nathaniel Waena	Albert II of Monaco	False
Demetrius of Esztergom	Albert II Alexandre Louis Pierre Grimaldi, Prince of Monaco	False
John Barrasso	Albert Grimaldi	False
John Barrasso	Albert Alexandre Louis Pierre Grimaldi	False
Arsala Rahmani Daulat	John Hamilton, 1st Marquess of Hamilton	False
James G. Scrugham	Rodolphe Topffer	False
Leonid Sobolev	rodolphe topffer	False
Roman Kosecki	Rodolphe Toepffer	False
Prince Karl of Hesse and by Rhine	Porfirio Pepe Lobo	False
István Ries	Porfirio Lobo	False
Sergey Uvarov	Iulius Caesar	False
Sergey Uvarov	Imperator Gaius Julius Gaii filius Gaii nepos Caesar Patris Patriae	False
Wayne Lyman Morse	Gaius Julius Caesar IV	False
Wayne Lyman Morse	Divus Julius	False
Toshizō Nishio	Divine Julius	False
Toshizō Nishio	Eskandar	False
John Kitzhaber	Alexander III	False
W. Lee O'Daniel	John David Cairns	False
W. Lee O'Daniel	Alexandros	False
Ju Sang-song	Alexander	False
Ju Sang-song	Carlos Pellicer Camara	False
Tatsukichi Minobe	Gaius Julius Caesar	False
Sakuma Shōzan	Gaius Iulius Caesar	False
Sakuma Shōzan	Caesar	False
Sakuma Shōzan	Michael King Jr.	False
Sakuma Shōzan	Martin Luther, Jr. King	False
Miura Gorō	Munṣif Marzūqī	False
Miura Gorō	Munsif Marzuqi	False
Baldwin II, Count of Hainaut	Munṣif al-Marzūqī	False
Dimitar Iliev Popov	Munsif al-Marzuqi	False
Dobri Bozhilov	Mohamed Moncef Marzouki	False
Pyotr Masherov	Al-Munṣif al-Marzūqī	False
Pyotr Masherov	Al-Munsif al-Marzuqi	False
Pyotr Masherov	Saint Constantine	False
Teodor Teodorov	Louis Andrieux	False
Dominic Olejniczak	François la Colère	False
Miguel Serrano	Albert de Routisie	False
Meg Hillier	Elisha Meredith	False
Kim Jong-gak	Elisha Edward Meredith	False
Kim Jong-gak	Carlos Pellicer Cámara	False
Kim Jong-gak	Dr. King	False
Vladimir Potanin	Alexandros III of Macedonia	False
David Heyes	Todd R. Platts	False
Gerlof Bontekoe	Todd Platts	False
Howell Heflin	Jacqueline Cochran Odlum	False
José Luís Jesus	"""Jacqueline """"Jackie"""" Cochran"""	False
Arsen Avakov	Federico Gamboa Iglesias	False
Sayed Mustafa Kazemi	Rajiv Ratna Gandhi	False
M. Visvesvaraya	Fauré Gnassingbé	False
M. Visvesvaraya	Faure Gnassingbe	False
Henry C. Allen	Fauré Eyadéma	False
Agasicles	Faure Eyadéma	False
Agasicles	Faure Eyadema	False
Cyriaque Gillain	Faure Essozimna Gnassingbé Eyadéma	False
David P. Lewis	Faure Essozimna Gnassingbe Eyadema	False
Arnaud Beauvais	Faure Essozimna Gnassingbe	False
Arnaud Beauvais	Henry Porteous Alexander	False
John F. Street	Michael Norman Shaw, Baron Shaw of Northstead	False
Amadou-Mahtar M'Bow	Michael Norman Shaw	False
Seishirō Itagaki	Lord Shaw of Northstead	False
Seishirō Itagaki	Baron Shaw of Northstead	False
Seishirō Itagaki	Marit Eli Paulsen	False
Seishirō Itagaki	Alexander of Macedon	False
Seishirō Itagaki	the Great Alexander	False
David P. Lewis	Great Alexander	False
Sam Coon	Alexandros the Great	False
Titus Claudius Aurelius Aristobulus	Alexandros III of Macedon	False
Fei Yi	Alexander of Macedonia	False
Gratus	Alexander III of Macedon	False
Benjamin Guinness, 3rd Earl of Iveagh	Flavius Valerius Aurelius Constantinus	False
Arthur H. Greenwood	Martin Luther King, Jr.	False
Benjamin Guinness, 3rd Earl of Iveagh	Flavius Constantinus	False
Mikhail Ivanov	Martin Luther King	False
Joachim Yhombi-Opango	Henry Carton de Wiart	False
Joachim Yhombi-Opango	Jorge Luis Batlle Ibáñez	False
Víctor Manuel Román y Reyes	Jorge Batlle Ibanez	False
Jean-Marc Mousson	Roh Mu-hyeon	False
Nijō Atsumoto	Jean Joseph Camille Huysmans	False
Nijō Atsumoto	Leon Delacroix	False
Allan MacEachen	José Pablo Torcuato Batlle y Ordóñez	False
Empress Cao	Alberto Bayo y Giroud	False
Liu Yongfu	Alberto Bayo Giroud	False
Armand Barbes	Alberto Bayo Giraud	False
Arnaud Beauvais	Mika Veli Juhani Kojonkoski	False
John T. Cutting	Pak Chŏnghŭi	False
Sándor Garbai	Tsarevich Dmitry	False
Václav Erben	Doo-hwan Chun	False
Wilmer Velásquez	Huēhuemotēuczōma	False
Benjamin Guinness, 3rd Earl of Iveagh	Bapu	False
Empress Cao	Dante	False
Henry Teigan	M. K. Gandhi	False
Edward Mandell House	Mr Green	False
Edward Mandell House	Prisoner 46664	False
Edward Mandell House	Nelson Rolihlahla Mandela	False
Alphonse Massamba-Débat	James King Gibson	False
Todor Burmov	Lord Sheppard of Didgemere	False
Todor Burmov	Baron Sheppard of Didgemere	False
Arthur H. Greenwood	Allen Sheppard, Baron Sheppard of Didgemere	False
Liu Yongfu	Gandhi	False
Han Hao	Father of the Nation	False
Arseniy Golovko	David Winter	False
Arseny Zakrevsky	Mandela	False
Arseny Zakrevsky	Carlos Gregorio Dávila Espinoza	False
Prince Sixtus Henry of Bourbon-Parma	Narendra Damodardas Modi	False
Mark Hoban	Narendra Bhai	False
H. C. Hansen	NaMo	False
Rolf Ekéus	Modiji	False
Liu Jin	Modi Ji	False
Evgeny Pashukanis	Modi	False
Evgeny Pashukanis	Alessandro Francesco Tommaso Antonio Manzoni	False
James Gambier, 1st Baron Gambier	Vladimir Vladimirovich Putin	False
James Gambier, 1st Baron Gambier	Pellisson	False
Armand Marrast	W. H. Harrison	False
Manuel Pavía y Rodríguez de Alburquerque	Old Tippecanoe	False
Huang Jianxin	M K Gandhi	False
Edmund Joensen	Gandhiji	False
Gilberto Freyre	Bapuji	False
Naked Cowboy	Louis XVIII	False
Gaius Bruttius Praesens	Count of Provence (1755-1795)	False
Narahara Shigeru	Mohamed Iltaf Sheikh	False
Yamakawa Kenjirō	Lord Sheikh	False
Yamakawa Kenjirō	Baron Sheikh	False
Yamakawa Kenjirō	Aliaksandr Ryhoravich Lukashenka	False
Yamakawa Kenjirō	Aliaksandr Lukashenka	False
Arman Zhetpisbayev	President Harrison	False
Milton H. Welling	Louis XI	False
Ginyo Ganev	Louis the Prudent	False
Ginyo Ganev	King of France Louis XI	False
Lü Ronghuan	King Louis XI	False
Mordecai Meisel	Agustin Edwards Mac-Clure	False
Isaías Medina Angarita	Putin	False
Arsen Fadzayev	Mohandas Gandhi	False
Arsen Fadzayev	Calibán	False
Paul Scoon	Leonid Mikhaylovich Razvozzhayev	False
Paul Scoon	Winston Leonard Spencer Churchill	False
Paul Scoon	The Right Honourable Sir Winston Spencer Churchill	False
Walter Nash	The Right Honourable Sir Winston Leonard Spencer Churchill	False
Liu Jin	The Right Honourable Sir Winston Churchill	False
Pierre Leroux	The Honourable Sir Winston Spencer Churchill	False
Ramón Franco Bahamonde	Sir Winston Spencer Churchill	False
Charles Foster	Sir Winston Leonard Spencer Churchill	False
Charles Foster	Sir Leonard Spencer	False
H. C. Hansen	Colonel Warden	False
Paul de Smet de Naeyer	John Gregg (American politician)	False
Paul de Smet de Naeyer	Mohandas Karamchand Gandhi	False
John S. Richardson	Sir Winston Churchill	False
Rod Chandler	Durante di Alighiero degli Alighieri	False
Sajjad Karim	Durante degli Alighieri	False
William Gibbs McAdoo	Winston Spencer Churchill	False
William Gibbs McAdoo	Charles Maurin	False
Louis Laurent Gabriel de Mortillet	Mohandas K. Gandhi	False
Quintus Aurelius Pactumeius Fronto	Berlusconi	False
William C. Marland	President Andrew Jackson	False
Ali Barraud N'Goni	Old Hickory	False
Richomeres	John Andrew Boehner	False
Sámuel Jósika	John A. Boehner	False
Sir Patrick O'Brien, 2nd Baronet	Pa Kin	False
William Gibbs McAdoo	Li Feigan	False
Wendell Mottley	Pa Chin	False
Ivan Plyushch	Franklin Roosevelt	False
Pál Szinyei Merse	President Jackson	False
Pál Szinyei Merse	A. Jackson	False
Pál Szinyei Merse	General Andrew Jackson	False
Pál Szinyei Merse	President Adams	False
Pál Szinyei Merse	Vinayak Narahari Bhave	False
Arthur Hänsenberger	Michelle LaVaughn Robinson Obama	False
Louis-Sébastien Mercier	Engelbert Dollfuß	False
Mummius Faustianus	Franklin D. Roosevelt	False
Arthur Hood, 1st Baron Hood of Avalon	Roosevelt	False
Johannes Vares	FDR	False
Shibusawa Eiichi	President Roosevelt	False
Shibusawa Eiichi	J. Adams	False
Shibusawa Eiichi	Tsukiyama Akihiro	False
Shibusawa Eiichi	Myung-Bak Lee	False
Michael Nutter	George Elmer Pataki	False
Michael Nutter	George E. Pataki	False
Arthur I. Boreman	Michelle Robinson	False
Arthur I. Boreman	First Lady Michelle Obama	False
Arthur I. Boreman	President Tyler	False
Arthur J. Weaver	John Tyler, Jr.	False
Charles de Broqueville	John Tyler Jr.	False
Johannes Vares	John Tyler Jr	False
Johannes Vares	J. Tyler	False
Johannes Vares	President Van Buren	False
Majid bin Said of Zanzibar	President van Buren	False
Majid bin Said of Zanzibar	Old Kinderhook	False
Zhang Youxia	Maarten van Buren	False
Zhang Youxia	M. van Buren	False
Zhang Youxia	King Leopold III	False
Zhang Youxia	il Cavaliere	False
Arthur Hood, 1st Baron Hood of Avalon	Frederic Bastiat	False
Marcus Gavius Squilla Gallicanus	James Madison, Jr.	False
Gao Gang	J. Q. Adams	False
John L. Wilson	JQA	False
Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne	Hermann Van Rompuy	False
Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne	Herman Achille Van Rompuy	False
Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne	Herman Achille Count Van Rompuy	False
John L. Wilson	Giovanni Virginio Schiaparelli	False
Arthur Hood, 1st Baron Hood of Avalon	Claude Frédéric Bastiat	False
Ascan Klée Gobert	President Adams	False
Zhang Youxia	Leopold III	False
Zhang Youxia	Buren	False
Moni Ovadia	President Martin Van Buren	False
Joseph Pholien	John Q. Adams	False
Montagu Norman, 1st Baron Norman	Van Buren	False
Carlos Eddé	John Adams	False
Jorge Taiana	The Grand Monarque	False
Francis Bell	roi de France Louis XIV	False
Francis Bell	Rey de Francia Luis XIV	False
Francis Bell	Louis the Great	False
Harold Guy Hunt	Louis Le Grand Monarque	False
Mikhail Chernyayev	Louis Le Grand	False
Mikhail Chernyayev	King of France Ludwig XIV	False
Mikhail Chernyayev	King of France Louis XIV	False
Joël Beaugendre	The Sun King	False
Tom Nevakshonoff	Pandit Nehru	False
Boris Shumyatsky	Le Roi Soleil	False
Boris Shumyatsky	Louis XIV	False
Boris Shumyatsky	Koba	False
Gian Giacomo Trivulzio	Paul Ludwig Hans Anton von Beneckendorff und von Hindenburg	False
Aleksandr Mikhailovich of Tver	King of France Charles X	False
Jules Malou	Charles X	False
Luigi Luzzatti	Egon Rudi Ernst Krenz	False
Levon Shant	Nehru	False
Rufius Gennadius Probus Orestes	Louis-Philippe, Duke of Orleans	False
John Holmes	Louis Philippe, King of the French	False
Shao Hua	King of the French Louis-Philippe	False
Richard Riordan	Juan Luis Sanfuentes Andonaegui	False
Tang Shaoyi	Ivan the Terrible	False
John Wesley Davis	Ivan the Great	False
Jean-Baptiste Campenon	Ivan IV	False
Jean-Baptiste Campenon	Wilhelm Stoph	False
Johan Alfried de Laet	Donald Franciszek Tusk	False
Johan Alfried de Laet	Luigi Buonaparte	False
Leonard Calvert	Louis Napoléon Bonaparte	False
Sue Ryder	King of Holland Louis-Napoléon	False
Emile Habibi	King of Holland Louis I	False
Emile Habibi	King of Holland Louis Bonaparte	False
Jim Risch	King of Holland Lodewijk Napoleon	False
Jim Risch	The Terminator	False
Jim Risch	Schwarzenegger	False
Marián Čalfa	Arnie	False
Michał Kleofas Ogiński	Louis Philippe	False
Michał Kleofas Ogiński	von Hindenburg	False
Michał Kleofas Ogiński	Hindenburg	False
Tang Shaoyi	Yosif Dzhugashvili	False
Tang Shaoyi	Joseph Vissarionovitch Stalin	False
Tang Shaoyi	Joseph Vissarionovich Stalin	False
Tang Shaoyi	Josef Stalin	False
Tang Shaoyi	Joey Stalin	False
Tang Shaoyi	Iosif Vissarionovich Dzhugashvili	False
Nihat Erim	Ioseb Dzhugashvili	False
Nihat Erim	Ioseb Besarionis dze Dzhugashvili	False
Péter Bárándy	General Secretary Joseph Stalin	False
Gaius Vipstanus Messalla Gallus	Napoleon III.	False
Jean Baptiste Treilhard	Napoléon III	False
Kinga Gál	Louis-Napoléon Bonaparte	False
Berge Furre	Louis-Napoléan, Emperor of the French Bonaparte	False
Shao Hua	Charles-Louis-Napoléan, Emperor of the French Bonaparte	False
Ezequiel Fernández Jaén	Lluís Llach i Grande	False
Richard Riordan	Lluis Llach i Grande	False
Chung Yeo-rip	Giuseppe di Buonaparte	False
Asbury Latimer	Giuseppe Buonaparte	False
Johan Falkberget	Karol Wojtyla	False
Johan Falkberget	Karol Józef Wojtyła	False
John Holmes	Arturo Fortunato Alessandri Palma	False
Liu Chengjun	Arturo Alessandri Palma	False
William Houston	Saint John Paul II	False
Herman of Mons, Count of Hainaut	Pope John Paul II	False
Herman of Mons, Count of Hainaut	Louis Napoleon	False
Jean-Pierre Vial	Walter Ernst Paul Ulbricht	False
Jeremiah S. Black	F. D. Roosevelt	False
Jeremiah S. Black	F. D. R.	False
Rodrigo Borja Cevallos	Lluis Companys i Joder	False
Sándor Káli	Lluis Companys	False
Siim-Valmar Kiisler	Panditji	False
Siim-Valmar Kiisler	Jawaharlal Motilal Nehru	False
Georgy Baydukov	Chacha Nehru	False
Georgy Baydukov	Louis I	False
Jens Hundseid	Uncle Joe	False
Maurice Raynaud	The Styrian Oak	False
Stephen A. Cobb	Governor Schwarzenegger	False
Cecil Calvert, 2nd Baron Baltimore	Nimrata Nikki Randhawa Haley	False
Franz von Liszt	Nimrata Haley	False
Franz von Liszt	XVI, King of France Louis	False
Roger Mortimer, 2nd Earl of March	Roi de France Louis XVI	False
Roger Mortimer, 2nd Earl of March	roi de France Louis XVI	False
Ascensión Esquivel Ibarra	Rey de Francia Luis XVI	False
José Baptista Pinheiro de Azevedo	Re di Francia Louis XVI	False
Mike Rounds	re di Francia Louis XVI	False
Mike Rounds	ludwig XVI	False
Mike Rounds	Louis I of Navarre	False
Feodor Rostopchin	Louis Capet	False
Joseph Marshall Walker	Koning van Frankrijk Louis XVI	False
Manuel Pardo	koning van Frankrijk Louis XVI	False
Manuel Pardo	König Ludwig XVI. Frankreich	False
Antônio Carlos Ribeiro de Andrada Machado e Silva	Konge av Frankrike Ludvig XVI	False
Armand de Gontaut, baron de Biron	King of France Ludwik XVI	False
Hektor Tsironikos	King Of France Louis Xvi	False
Józef Sebastian Pelczar	Duc de Berry (until 1774) Louis-Auguste	False
Arsénio Bano	Louis XVI	False
Huang Chih-hsiung	Ibn Bâjja	False
Huang Chih-hsiung	T. Jefferson	False
Kim Sul-song	President Jefferson	False
Kim Sul-song	Prince Leopold	False
Marcelino Oreja, 1st Marquis of Oreja	Leopold, King of the Belgians	False
Vuk Jeremić	Leopold of Saxe-Coburg-Saalfeld	False
John Crepps Wickliffe Beckham	Leopold of Saxe-Coburg-Gotha	False
Jaime de Piniés	Leopold I	False
Jaime de Piniés	King Leopold I of Belgium	False
Joseph Légaré	Dr. Karl Renner	False
Wang Ch'ung-hui	Alain Émile Louis Marie Poher	False
Joseph J. Russell	Marshall C. Sanford Jr	False
Manuel Francisco de Barros e Sousa Santarém	Franz Josef Jonas	False
Manuel Francisco de Barros e Sousa Santarém	David Muldrow Beasley	False
Petr Duchoň	President Monroe	False
István Csurka	Tsin-Chi-hwangti	False
Vassily Balabanov	Tsin Shi Hwangti	False
Armand Augustin Louis de Caulaincourt	Shih-huang-ti	False
José Maria Alkmin	Shi Huangdi	False
Roswell K. Colcord	Qin Shihuang	False
Armand de Gontaut, baron de Biron	First Emperor of the Qin	False
Ödön Beniczky	First Emperor	False
Huang Chih-hsiung	Çin Shi Huangdi	False
Emmanuel-Armand de Richelieu, duc d'Aiguillon	Chin Shih-huang-ti	False
Emmanuel-Armand de Richelieu, duc d'Aiguillon	Chin Shih-huang	False
Emmanuel-Armand de Richelieu, duc d'Aiguillon	Chin Shih Huang-ti	False
Janet Neel Cohen, Baroness Cohen of Pimlico	Chin Shih Huang Ti	False
Janet Neel Cohen, Baroness Cohen of Pimlico	Chin Shih Huang	False
Janet Neel Cohen, Baroness Cohen of Pimlico	Chin Shi Hwangti	False
John W. Wydler	Chin Shi Hwang	False
Sim Ui-gyeom	Chi-hoang-ti	False
